q,firm_id,firm_idx,is_active,is_dormant,defaulted,net_sales,units_sold,units_produced,cash,capability,brand,rd_cum_product,product_gen,geo_focus,patient_seg
57,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
57,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
57,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
57,firm_7,7,True,False,False,0.0,0,0,555899051.5734553,44.156231745543316,16.72527472899076,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
57,firm_8,8,True,False,False,0.0,0,0,76363125.0,25.127747804992673,7.972713196262686,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
57,firm_9,9,True,False,False,4500000.0,20,0,4505345109.038886,68.79739864562855,90.0,178360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
57,firm_10,10,True,False,False,0.0,0,0,606838092.7123499,32.02975490800482,19.77491810687134,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
57,firm_11,11,True,False,False,0.0,0,0,148829108.8238389,25.867712166649298,23.008512093264688,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
57,firm_12,12,True,False,False,0.0,0,0,302271915.84256643,18.183498577661947,12.772712416931576,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
57,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
58,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
58,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
58,firm_2,2,True,False,False,0.0,0,0,485722274.36568534,38.42056064864434,19.941853636589546,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
58,firm_3,3,True,False,False,0.0,0,0,410803283.377951,28.142192176281746,18.952518138071337,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
58,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
58,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
58,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
58,firm_7,7,True,False,False,0.0,0,0,545642270.3234553,43.052325951904734,15.425053435437517,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
58,firm_8,8,True,False,False,0.0,0,0,66266250.0,24.499554109867855,7.2881732512680415,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
58,firm_9,9,True,False,False,9500000.0,38,0,4437500225.1888075,75.3149504370419,86.20624314250794,211360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
58,firm_10,10,True,False,False,0.0,0,0,596686492.7123499,31.229011035304698,18.1635928299321,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
58,firm_11,11,True,False,False,0.0,0,0,138499733.8238389,25.221019362483066,21.006399931206243,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
58,firm_12,12,True,False,False,0.0,0,0,291915103.34256643,17.7289111132204,11.709564305297924,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
58,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
59,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
59,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
59,firm_2,2,True,False,False,0.0,0,0,475911672.7534214,37.46004663242823,18.1091519134887,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
59,firm_3,3,True,False,False,0.0,0,0,402150158.377951,27.4386373718747,17.168457947499856,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
59,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
59,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
59,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
59,firm_7,7,True,False,False,0.0,0,0,535386512.82345533,41.97601780310711,14.25121434378859,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
59,firm_8,8,True,False,False,0.0,0,0,56169375.0,23.887065257121158,6.670086598923931,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
59,firm_9,9,True,False,False,9680000.0,44,0,4383246029.3788395,74.85393553094224,83.88899965033211,218560000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
59,firm_10,10,True,False,False,0.0,0,0,586631492.7123499,30.44828575942208,16.711416530859925,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
59,firm_11,11,True,False,False,0.0,0,0,128375108.82383889,24.59049387842099,19.204604805612714,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
59,firm_12,12,True,False,False,0.0,0,0,281558290.84256643,17.28568833538989,10.74992246845628,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
59,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
60,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
60,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
60,firm_2,2,True,False,False,0.0,0,0,466334589.0739477,36.52354546661753,18.526490086613563,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
60,firm_3,3,True,False,False,0.0,0,0,393789262.890451,26.752671437577835,17.554934650978133,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
60,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
60,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
60,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
60,firm_7,7,True,False,False,0.0,0,0,525132773.29220533,40.92661735802943,13.19053140543135,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
60,firm_8,8,True,False,False,0.0,0,0,46072500.0,23.289888625693127,6.11176010345937,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
60,firm_9,9,True,False,False,4800000.0,24,0,4345705814.232919,73.58609268992606,100.0,221560000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
60,firm_10,10,True,False,False,0.0,0,0,576707482.7123499,29.68707861543653,16.39822390086295,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
60,firm_11,11,True,False,False,0.0,0,0,118599908.82383889,23.975731531460465,19.664875502462706,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
60,firm_12,12,True,False,False,0.0,0,0,271201478.34256643,16.853546127005142,9.883201339866805,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
60,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
61,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
61,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
61,firm_2,2,True,False,False,0.0,0,0,456317365.35416746,35.610456829952085,16.83006540374365,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
61,firm_3,3,True,False,False,0.0,0,0,385203908.377951,26.08385465163839,18.289041245472333,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
61,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
61,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
61,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
61,firm_7,7,True,False,False,0.0,0,0,514881077.32345533,39.903451924078695,12.231201077690875,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
61,firm_8,8,True,False,False,0.0,0,0,36121875.0,22.707641410050798,5.500584093113433,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
61,firm_9,9,True,False,False,3840000.0,24,0,4794499789.860687,73.01430792356146,90.0,227560000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
61,firm_10,10,True,False,False,0.0,0,0,566521492.7123499,28.944901650050618,15.112071191947596,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
61,firm_11,11,True,False,False,0.0,0,0,108125858.82383889,23.37633824317395,17.987301958841346,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
61,firm_12,12,True,False,False,0.0,0,0,260844665.84256643,16.43220747383001,9.099917534990064,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
61,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
62,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
62,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
62,firm_2,2,True,False,False,0.0,0,0,446534098.91740036,34.720195409203285,15.302549130057505,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
62,firm_3,3,True,False,False,0.0,0,0,376190783.377951,25.43175828534743,16.56403978854056,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
62,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
62,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
62,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
62,firm_7,7,True,False,False,0.0,0,0,504631475.3664241,38.90586562597672,11.362686622305125,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
62,firm_8,8,True,False,False,0.0,0,0,26187500.0,22.139950374799525,4.95052568380209,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
62,firm_9,9,True,False,False,8050000.0,46,0,4741602410.686698,73.131920054976,86.52535775211551,236560000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
